capacity_peer_group,group_size,group_median_price,group_mean_price,group_median_residual,group_mean_residual,group_std_residual
78732 | Entire home/apt | 7+ guests,25,596.5,691.95,-0.0653283459228495,-0.02484106128973699,0.5328746913023564
78732 | Private room | 1-2 guests,3,194.0,213.51666666666665,0.4193119209383438,0.3922978293503654,0.2740174541589258
78733 | Entire home/apt | 1-2 guests,9,172.0,190.60666666666668,-0.2219521607488417,-0.04110571220063668,0.41343744683388955
78733 | Entire home/apt | 3-4 guests,11,234.0,243.82545454545453,-0.1272695523413132,-0.06135532785699978,0.1888900573058394
78733 | Entire home/apt | 5-6 guests,10,318.83500000000004,506.42600000000004,-0.0347026863249464,0.06135977362832882,0.7575334759929979
78733 | Entire home/apt | 7+ guests,28,938.4649999999999,1308.126785714286,0.07668090459553095,0.0668838016667536,0.44997437836057863
78733 | Private room | 1-2 guests,6,345.0,319.6666666666667,0.16274475658442883,0.18646499748572834,0.3037907042731365
78733 | Private room | 3-4 guests,3,405.0,405.0,0.2622625951362867,0.2704364003613436,0.05664289531283278
78734 | Entire home/apt | 1-2 guests,18,163.75,186.505,-0.10490818895558934,-0.05713898613871401,0.35806962261289277
78734 | Entire home/apt | 3-4 guests,47,218.0,250.71808510638297,0.0104804885211482,0.06824797394186136,0.34180098264485353
78734 | Entire home/apt | 5-6 guests,73,263.0,307.0916438356164,-0.0442612290186525,-0.04542690965945655,0.32635563195448464
78734 | Entire home/apt | 7+ guests,126,637.0,834.9011904761905,0.03360587822865875,0.01971695543719026,0.36269749440837606
78734 | Hotel room | 1-2 guests,8,280.0,284.875,-0.06795658689677885,-0.06198887573166842,0.1898571047638166
78734 | Hotel room | 3-4 guests,20,352.0,355.45,0.11384469235783659,0.0821924571705113,0.20173560079730843
78734 | Hotel room | 7+ guests,10,849.0,850.6,0.01278317723783355,0.03121838320014707,0.11115996283288913
78734 | Private room | 1-2 guests,8,144.73000000000002,145.4625,-0.1765063163938318,-0.27938338863156953,0.6892559299611173
78734 | Private room | 3-4 guests,3,200.0,185.0,-0.0651693448223467,-0.30305894220319846,0.49776062914510605
78735 | Entire home/apt | 1-2 guests,9,217.0,218.8322222222222,0.1682367458131226,0.19264695567634413,0.29605842613333994
78735 | Entire home/apt | 3-4 guests,17,155.0,151.19764705882355,0.0009158292866286,-0.023071210371381868,0.16939462391397012
78735 | Entire home/apt | 5-6 guests,11,155.0,191.68818181818185,-0.0973750040519378,-0.08465906717872893,0.23405303744879588
78735 | Entire home/apt | 7+ guests,12,665.25,617.1941666666667,-0.1513284609542231,-0.12142774469418756,0.2788164112213586
78735 | Private room | 1-2 guests,1,92.0,92.0,-1.2886728435117067,-1.2886728435117067,
78735 | Private room | 5-6 guests,1,1142.0,1142.0,1.701254816202674,1.701254816202674,
78736 | Entire home/apt | 1-2 guests,7,158.5,191.50571428571428,0.0277638883122151,-0.009157376325904862,0.41897710603571453
78736 | Entire home/apt | 3-4 guests,13,156.0,176.8353846153846,-0.203446969115407,-0.15005749058083984,0.2781231743508266
78736 | Entire home/apt | 5-6 guests,12,292.25,343.4075,-0.0383626985093132,0.08240821567040248,0.454273127026645
78736 | Entire home/apt | 7+ guests,28,467.75,668.6239285714286,-0.0715506893965005,0.008644622820184905,0.356562712722118
78736 | Private room | 1-2 guests,2,188.0,188.0,0.5034745324567704,0.5034745324567704,0.05731893715103577
78736 | Private room | 3-4 guests,1,108.0,108.0,-0.4758555795152475,-0.4758555795152475,
78737 | Entire home/apt | 1-2 guests,22,165.75,180.21227272727273,-0.0161705725282641,-0.012362271347206057,0.18519524796090928
78737 | Entire home/apt | 3-4 guests,33,189.0,223.32000000000002,-0.0176083848502823,0.02173672386738852,0.2797012186249355
78737 | Entire home/apt | 5-6 guests,16,302.75,428.003125,0.07425496909862335,0.1320930064247846,0.45375924895557257
78737 | Entire home/apt | 7+ guests,74,630.165,816.2506756756757,-0.01916668501583225,0.022382432101102058,0.3788998432697497
78737 | Private room | 1-2 guests,6,139.0,308.25,0.027240991855153496,0.33057234840944005,0.8998853123650634
78738 | Entire home/apt | 1-2 guests,13,219.0,210.05769230769232,0.0887645016796918,0.09169945423595631,0.22481994182109957
78738 | Entire home/apt | 3-4 guests,6,152.885,150.76166666666666,-0.00036328002665795417,-0.034891673151854985,0.19767454511035273
78738 | Entire home/apt | 5-6 guests,13,282.5,476.1038461538461,0.0885208629912419,-0.027650880681852064,0.5131478581756589
78738 | Entire home/apt | 7+ guests,11,374.0,372.4390909090909,-0.2985900610552745,-0.29254447279195417,0.48301798052359507
78738 | Private room | 1-2 guests,4,213.85,192.675,-0.018651325846898548,0.03313464540495102,0.1595392425203597
78738 | Private room | 3-4 guests,6,215.325,216.49166666666667,-0.0927862212032972,-0.07087864083800337,0.14705500048116446
78738 | Private room | 7+ guests,3,641.55,644.65,-0.1545336976280751,-0.07969991421008456,0.17412626503188816
78739 | Entire home/apt | 1-2 guests,3,196.5,168.58,0.2260003313091241,0.2497308846021484,0.04586549594588245
78739 | Entire home/apt | 3-4 guests,5,174.5,161.58599999999998,-0.0410642246040264,-0.05959645186949965,0.15357261767026398
78739 | Entire home/apt | 5-6 guests,4,295.72,326.5525,0.0313133189698091,0.08156462387736638,0.3062032495876885
78739 | Entire home/apt | 7+ guests,11,504.33,671.1872727272728,-0.0396120075503079,-0.14780820286352192,0.45354177832609177
78739 | Private room | 3-4 guests,1,138.5,138.5,-0.3915737035471291,-0.3915737035471291,
78741 | Entire home/apt | 1-2 guests,60,107.75,116.69416666666666,-0.02989263875672285,0.013819773484210355,0.3007019265567308
78741 | Entire home/apt | 3-4 guests,116,155.64999999999998,191.16172413793103,-0.04385568040295855,0.002559000396871385,0.36859011483957277
78741 | Entire home/apt | 5-6 guests,115,201.0,241.5182608695652,-0.0796816566317533,-0.03028980151249658,0.30612631562076953
78741 | Entire home/apt | 7+ guests,145,344.77,464.1015172413793,-0.0279584064009705,-0.013257462845034184,0.33056002494298314
78741 | Hotel room | 1-2 guests,5,107.0,99.8,-0.0521062285277622,-0.15244946138640386,0.23280763292856638
78741 | Hotel room | 3-4 guests,3,82.0,91.66666666666667,-0.3558185557048965,-0.29326299093032066,0.1510684320062268
78741 | Private room | 1-2 guests,43,63.6,66.92651162790698,-0.0986699714691914,-0.09328189923616317,0.2619497799628696
78741 | Private room | 3-4 guests,3,118.0,129.27666666666667,0.0267989448232039,-0.16011191338672953,0.33954718667858774
